CAS,化学物質名,期間種別,毒性種別,影響内容,毒性値,暴露時間（日）,信頼性ランク,生物種,栄養段階,生物分類,参照元,参照元ID,コメント,AISTコメント,生息区分,試験媒体,試験データ区分,毒性値タイプ,毒性値イオン,環境省初期評価信頼性標識,環境省農薬基準信頼性標識,クリミッシュコード,米国農薬基準信頼性標識
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.71,2,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126219,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.72,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85711,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.73,0.111333333,,サッカー科の一種(Catostomus commersoni),魚類,Fish,ECOTOX,115687,"112 MM, 11.4 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.746,0.005208333,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12746,49.0 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.78,0.111333333,,コイ科の一種(Luxilus cornutus),魚類,Fish,ECOTOX,115663,"53 MM, 1.29 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.79,1,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126215,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.79,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,85706,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.812,0.005208333,,シャイナーパーチ(Cymatogaster aggregata),魚類,Fish,ECOTOX,12737,60.5 MM,,水生,海水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.82,0.0104375,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,115657,"47.9 G, 161.4 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.82,2,,アカヒレ(Tanichthys albonubes),魚類,Fish,ECOTOX,121083,,,水生,その他(NR),,F,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.829,0.333333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126210,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.87,0.020833333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,45745,85.6 MM,,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.88,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,27639,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.9,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,54047,"54.6 G, 180 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.91,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,85708,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.94,0.020833333,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,54093,"83.3 G, 196 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.94,2,,アカヒレ(Tanichthys albonubes),魚類,Fish,ECOTOX,121082,,,水生,その他(NR),,F,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.96,0.020833333,,エールワイフ(Alosa pseudoharengus),魚類,Fish,ECOTOX,54052,"7.6 G, 102 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.97,0.020833333,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,54090,"8.60 G, 91.2 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,0.99,0.020833333,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,54092,"74.7 G, 188 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1,0.020833333,,コイ科の一種(Notropis hudsonius),魚類,Fish,ECOTOX,54055,"1.7 G, 60 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,85707,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.02,0.083333333,,カリフォルニアカタクチイワシ(Engraulis mordax),魚類,Fish,ECOTOX,126206,,,水生,海水,,T,Cl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.09,0.111333333,,サッカー科の一種(Catostomus commersoni),魚類,Fish,ECOTOX,115686,"114 MM, 11.3 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.1,2,,アカヒレ(Tanichthys albonubes),魚類,Fish,ECOTOX,121079,,,水生,その他(NR),,F,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.1,2,,アカヒレ(Tanichthys albonubes),魚類,Fish,ECOTOX,121080,,,水生,その他(NR),,F,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.11,0.020833333,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,54089,"5.48 G, 79.1 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.13,4,,コイ科の一種(Richardsonius balteatus),魚類,Fish,ECOTOX,2087322,DRY WT,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.14,0.111333333,,ザンダー属の一種(Sander canadense),魚類,Fish,ECOTOX,115678,"62 MM, 1.67 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.15,0.111333333,,モロネ属の一種(Morone chrysops),魚類,Fish,ECOTOX,115677,"103 MM, 11.0 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.19,0.020875,,ブラウントラウト(Salmo trutta),魚類,Fish,ECOTOX,135681,"6.5(4.8-8.1) CM, 2.2(0.6-5.6) G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.2,2,,アカヒレ(Tanichthys albonubes),魚類,Fish,ECOTOX,121081,,,水生,その他(NR),,F,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.23,0.111333333,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,115671,"104 MM, 19.8 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.26,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,54044,"37.8 G, 167 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.27,0.020833333,,キュウリウオ属の一種(Osmerus mordax),魚類,Fish,ECOTOX,54057,"25.8 G, 164 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.32,0.020833333,,コイ科の一種(Notropis atherinoides),魚類,Fish,ECOTOX,45741,43.2 MM,,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.35,1,,コイ科の一種(Luxilus cornutus),魚類,Fish,ECOTOX,145035,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.35,1,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,2117099,1.0 g,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite,急性,LC50,生存,1.35,1,2,ニジマス(Oncorhynchus mykiss),魚類,Fish,米国環境省の農薬生態毒性データ,8304,1.0 g,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,S
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.37,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,31195,YEARLING,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.38,0.020833333,,ギンザケ(Oncorhynchus kisutch),魚類,Fish,ECOTOX,54046,"44.1 G, 172 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.5,0.111333333,,コイ(Cyprinus carpio),魚類,Fish,ECOTOX,115674,"85 MM, 8.06 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.56,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,27637,YEARLING,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.6,4,,コイ科の一種(Richardsonius balteatus),魚類,Fish,ECOTOX,2087320,DRY WT,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.62,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,2087314,DRY WT,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.65,0.0104375,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,115656,"46.7 G, 160.9 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.7,0.020833333,,エールワイフ(Alosa pseudoharengus),魚類,Fish,ECOTOX,54051,"5.6 G, 93 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.72,0.111333333,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,115670,"101 MM, 17.8 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.75,0.111333333,,ニベ科の一種(Aplodinotus grunniens),魚類,Fish,ECOTOX,115685,"95 MM, 6.9 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.8,0.111333333,,モロネ属の一種(Morone chrysops),魚類,Fish,ECOTOX,115676,"156 MM, 47.6 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.82,0.111333333,,コイ(Cyprinus carpio),魚類,Fish,ECOTOX,115673,"72 MM, 5.07 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,1.94,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,2114373,N.R.,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite Sunny Sol 150,急性,LC50,生存,1.94,4,2,ニジマス(Oncorhynchus mykiss),魚類,Fish,米国環境省の農薬生態毒性データ,8316,,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,S
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.1,1,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,2101167,0.6 g,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite,急性,LC50,生存,2.1,1,1,ブルーギル(Lepomis macrochirus),魚類,Fish,米国環境省の農薬生態毒性データ,8303,0.6 g,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,C
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.13,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,27641,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.15,0.020833333,,エールワイフ(Alosa pseudoharengus),魚類,Fish,ECOTOX,54049,"9.2 G, 104 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.27,0.020833333,,エールワイフ(Alosa pseudoharengus),魚類,Fish,ECOTOX,54050,"10.3 G, 108 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.32,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,2087311,DRY WT,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.37,0.111333333,,コイ(Cyprinus carpio),魚類,Fish,ECOTOX,115672,"81 MM, 5.96 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.41,0.020833333,,コイ科の一種(Notropis hudsonius),魚類,Fish,ECOTOX,54054,"2.1 G, 62 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.48,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,27640,,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.87,0.0104375,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,115655,"32.0 G, 138.5 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,2.87,0.111333333,,モロネ属の一種(Morone chrysops),魚類,Fish,ECOTOX,115675,"107 MM, 15.2 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,3,0.111333333,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,115669,"98 MM, 10.7 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,3.3,0.0104375,,キュウリウオ属の一種(Osmerus mordax),魚類,Fish,ECOTOX,115689,"157.2 MM, 20.29 G",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,3.9,0.020833333,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,54088,"4.38 G, 74.2 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,4.18,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,2105286,N.R.,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite,急性,LC50,生存,4.18,4,1,ニジマス(Oncorhynchus mykiss),魚類,Fish,米国環境省の農薬生態毒性データ,8308,,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,C
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,4.3,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,2117100,N.R.,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite,急性,LC50,生存,4.3,4,1,ブルーギル(Lepomis macrochirus),魚類,Fish,米国環境省の農薬生態毒性データ,8309,,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,C
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.3,4,,ブルーギル(Lepomis macrochirus),魚類,Fish,ECOTOX,2117102,N.R.,,水生,淡水,,NC,NC,,,,
7681-52-9,Sodium hypochlorite Sunny Sol 150,急性,LC50,生存,5.3,4,2,ブルーギル(Lepomis macrochirus),魚類,Fish,米国環境省の農薬生態毒性データ,8315,,ガイドラインはFreshwater Fish Acute-warm and coldwater species with TGAI or TEP; ,水生,,,,,,,,S
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.6,1,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,93559,3.2-4.2 CM,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.9,2,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,6844,,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.9,2,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,93560,3.2-4.2 CM,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.9,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,2173389,,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.9,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,6845,,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,5.9,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,93561,3.2-4.2 CM,,水生,淡水,,T,TRCl,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,6.3,1,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,6843,,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,8,0.020833333,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,54087,"4.12 G, 73.5 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,9,0.0104375,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,115654,"2.75 G, 65.6 MM",,水生,淡水,,T,Cl2,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,10,4,,ファットヘッドミノー(Pimephales promelas),魚類,Fish,ECOTOX,2058889,,,水生,淡水,,T,,,,,
7681-52-9,"Hypochlorous acid, sodium salt (1:1)",急性,LC50,生存,22.6,0.0104375,,イエローパーチ(Perca flavescens),魚類,Fish,ECOTOX,115653,"2.81 G, 64.8 MM",,水生,淡水,,T,,,,,
7681-55-2,SODIUM IODATE,急性,EC50,死亡,220,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4668,,,水生,淡水,,,,,,,
7681-55-2,SODIUM IODATE,急性,EC50,死亡,280,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4670,,,水生,淡水,,,,,,,
7681-55-2,SODIUM IODATE,急性,EC50,死亡,350,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4669,,,水生,淡水,,,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,220,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145982,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,280,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145983,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,320,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145984,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,340,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145985,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,350,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145981,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,420,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145986,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-55-2,Sodium iodate,急性,LC50,生存,420,4,,ニジマス(Oncorhynchus mykiss),魚類,Fish,ECOTOX,145987,"44(32-56) MM, 0.78(0.51-0.96)G",,水生,淡水,,T,,,,,
7681-82-5,SODIUM IODIDE,急性,EC50,死亡,860,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4665,,,水生,淡水,,,,,,,
7681-82-5,SODIUM IODIDE,急性,EC50,死亡,3780,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4666,,,水生,淡水,,,,,,,
7681-82-5,SODIUM IODIDE,急性,EC50,死亡,8230,4,2,ニジマス(Oncorhynchus mykiss),魚類,魚類,EAT,4667,,,水生,淡水,,,,,,,
